|trigger_num|name       |t90     |t90_error|fluence_2 |fluence_2_error|fluence_3 |fluence_3_error|
|      05512|4B 960623- |  90.336|   13.096|3.4317e-06|     5.3192e-08|1.1548e-05|     1.4213e-07|
|      00444|4B 910626  |   0.256|    0.091|2.5921e-07|     7.4834e-09|5.8230e-07|     1.6244e-08|
|      01721|4B 920723- |        |         |          |               |          |               |
|      05434|4B 960418- |  35.040|    3.117|2.2453e-07|     1.6998e-08|7.8282e-07|     4.7665e-08|
|      02253|4B 930317  |  19.648|    0.143|5.2852e-07|     1.9385e-08|1.5606e-06|     4.6868e-08|
|      00717|4B 910823  |  37.184|    4.971|2.2051e-07|     2.2665e-08|2.2629e-07|     4.9211e-08|
|      07924|GRB 991229-|  64.704|   13.745|4.9192e-08|     9.7030e-09|2.0222e-07|     2.7432e-08|
|      01120|4B 911125  |   9.088|    3.923|1.0816e-07|     2.3428e-08|2.0391e-07|     5.3157e-08|
|      05570|4B 960810- |        |         |          |               |          |               |
|      07087|GRB 980913 |  54.592|    7.428|6.9708e-07|     2.2209e-08|2.3674e-06|     6.0441e-08|
|      03146|4B 940831  |   1.963|    0.763|1.4031e-07|     2.5318e-08|3.9558e-07|     7.2375e-08|
|      02357|4B 930528  |   0.424|    0.051|3.8841e-08|     2.9436e-09|1.6559e-07|     8.4380e-09|
|      06154|GRB 970403-|  49.344|    1.154|9.1750e-07|     2.4475e-08|2.2835e-06|     6.6043e-08|
|      02599|4B 931022  |   0.176|    0.062|2.8408e-09|     1.6894e-09|5.4765e-08|     5.7469e-09|
|      02891|4B 940323  |  60.736|    0.771|2.6891e-06|     3.1766e-08|1.4437e-05|     8.9909e-08|
|      00467|4B 910629- |  37.696|    3.777|4.7777e-07|     1.4907e-08|2.0835e-06|     3.5647e-08|
|      03080|4B 940715- |  48.608|    1.900|1.5722e-07|     2.5427e-08|7.2441e-07|     6.9502e-08|
|      06265|GRB 970612-|   0.199|    0.074|2.3870e-08|     3.4016e-09|1.3028e-07|     9.5993e-09|
|      05638|GRB 961020 |   0.824|    0.439|1.8470e-08|     3.3905e-09|3.9319e-08|     8.4749e-09|
|      06686|GRB 980413 |  65.472|    6.781|3.3142e-07|     5.2174e-08|1.2195e-06|     1.6906e-07|
|      07802|GRB 991013 | 124.736|   27.136|1.4320e-07|     2.3576e-08|5.5279e-07|     6.5244e-08|
|      06953|GRB 980728 |        |         |5.2539e-07|     1.7309e-08|9.1129e-07|     4.7943e-08|
|      06189|GRB 970417-|   8.192|    1.032|1.5875e-07|     1.2598e-08|1.2047e-06|     3.4791e-08|
|      07595|GRB 990603-|   0.787|    0.477|1.9067e-08|     3.5953e-09|5.9685e-08|     9.6950e-09|
|      03164|4B 940910- |   7.488|    0.854|1.0483e-07|     2.1233e-08|4.3579e-07|     6.5837e-08|
|      07647|GRB 990712-|        |         |6.1549e-07|     2.2838e-08|4.1631e-06|     6.0716e-08|
|      03853|4B 951007  |  91.264|   14.020|5.3547e-07|     4.3245e-08|8.9764e-07|     1.0729e-07|
|      07374|GRB 990206-|  12.160|    1.026|7.4165e-07|     1.6640e-08|2.5596e-06|     4.7374e-08|
|      07912|GRB 991219 |   1.856|    0.707|8.4026e-08|     5.6861e-09|5.1957e-07|     1.8284e-08|
|      06145|GRB 970329-|   0.460|    0.103|3.3984e-08|     4.4102e-09|1.7310e-07|     1.2885e-08|
|      02187|4B 930212  |  22.528|    2.290|1.4615e-07|     2.0328e-08|3.7114e-07|     4.7384e-08|
|      02896|4B 940329- |   0.456|    0.033|1.6214e-07|     4.2443e-09|2.8946e-07|     9.9750e-09|
|      07805|GRB 991015 |   2.688|    1.484|3.6905e-08|     7.2968e-09|9.5542e-08|     1.9110e-08|
|      02780|4B 940126- |  53.632|    1.665|9.2279e-07|     2.9667e-08|6.4608e-06|     7.5818e-08|
|      05425|4B 960415- |        |         |0.0000e+00|     5.4966e-09|1.5877e-07|     1.8992e-08|
|      03134|4B 940823- |  13.472|    1.639|3.6489e-07|     3.3504e-08|5.0901e-07|     9.0633e-08|
|      06693|GRB 980419 |   0.283|    0.017|1.8005e-08|     3.5306e-09|9.4233e-08|     8.8778e-09|
|      02608|4B 931030- |  29.472|    1.145|2.5857e-07|     2.7899e-08|3.4412e-07|     6.5982e-08|
|      07289|GRB 981230 |   0.878|    0.582|          |               |          |               |
|      02586|4B 931014- |  12.864|    0.264|1.6979e-06|     2.5852e-08|7.1913e-06|     7.2256e-08|
|      01962|4B 920928  |        |         |          |               |          |               |
|      03654|4B 950629  |  11.872|    1.494|9.2078e-07|     2.0854e-08|3.4296e-06|     5.8987e-08|
|      03473|4B 950317- |   0.128|    0.091|          |               |          |               |
|      02129|4B 930113- |  12.416|    0.932|1.1423e-07|     1.6127e-08|3.3732e-07|     3.8887e-08|
|      05534|4B 960708- |        |         |9.4057e-07|     1.4367e-08|1.5679e-06|     3.3100e-08|
|      03245|4B 941017- |  77.056|    0.091|1.5100e-05|     5.3098e-08|6.7755e-05|     1.5387e-07|
|      06683|GRB 980409 |   9.280|    0.389|6.3018e-07|     1.3425e-08|1.5343e-06|     3.6357e-08|
|      02709|4B 931225- |  18.496|    0.905|1.1408e-06|     2.9998e-08|4.2369e-06|     7.1069e-08|
|      03028|4B 940614  |   4.285|    2.468|9.0781e-08|     1.5191e-08|8.4583e-08|     3.6404e-08|
|      02303|4B 930414  |        |         |          |               |          |               |
|      01664|4B 920622- |   3.520|    1.296|1.3082e-06|     1.6344e-08|2.2562e-06|     3.7013e-08|
|      01661|4B 920620- |  36.672|    2.336|2.0605e-07|     1.3703e-08|6.4137e-07|     3.5096e-08|
|      02958|4B 940503  |  36.896|    1.175|2.3816e-06|     5.3575e-08|5.4263e-06|     1.2582e-07|
|      06867|GRB 980624-|   0.768|    0.326|3.2068e-08|     4.0933e-09|4.0039e-08|     1.0058e-08|
|      02319|4B 930426- |        |         |          |               |          |               |
|      07792|GRB 991006-|        |         |1.1589e-06|     4.1061e-08|1.1023e-06|     1.0552e-07|
|      06087|GRB 970211-|        |         |          |               |          |               |
|      08035|GRB 000313-|   0.768|    0.458|7.4382e-09|     3.6121e-09|8.9324e-08|     1.0408e-08|
|      02538|4B 930924  |        |         |          |               |          |               |
|      02114|4B 930102  |   7.168|    0.779|5.5890e-08|     1.6515e-08|4.2100e-07|     4.1164e-08|
|      05546|4B 960722- |   3.776|    2.796|3.4887e-08|     8.7152e-09|2.4597e-07|     2.8125e-08|
|      01291|4B 920110- |  15.296|    0.834|2.8468e-07|     1.3887e-08|1.5422e-06|     4.1220e-08|
|      03868|4B 951015- |   0.128|    0.091|9.0151e-09|     1.5747e-09|2.6221e-08|     4.3177e-09|
|      01211|4B 911224- |   0.763|    0.536|3.3551e-08|     3.9764e-09|1.1023e-07|     8.1043e-09|
|      02513|4B 930903- |   1.408|    0.202|5.1870e-08|     1.6449e-08|5.8383e-08|     4.2296e-08|
|      01446|4B 920227- |  33.536|    5.971|4.4389e-07|     2.3149e-08|1.4987e-06|     7.7624e-08|
|      06117|GRB 970308 |   0.711|    0.063|3.6412e-08|     5.7576e-09|1.7054e-07|     1.4729e-08|
|      07429|GRB 990226-|  17.856|    0.143|1.1198e-06|     1.7930e-08|6.1650e-06|     5.6591e-08|
|      06165|GRB 970408-|  68.032|    7.241|6.8812e-07|     4.3017e-08|1.2017e-06|     1.1747e-07|
|      06569|GRB 980112-|   0.936|    0.079|2.6759e-08|     4.1720e-09|6.9750e-08|     1.0984e-08|
|      03491|4B 950403- |  13.952|    0.091|6.6037e-06|     2.8503e-08|1.9374e-05|     7.5697e-08|
|      07662|GRB 990719 |  23.232|    5.069|4.6904e-08|     6.7675e-09|5.6242e-08|     1.8725e-08|
|      05508|4B 960621- | 488.704|    6.213|1.3309e-07|     1.0265e-08|1.4835e-07|     2.4264e-08|
|      01039|4B 911111- |  42.688|    6.919|6.8497e-07|     1.7251e-08|1.0969e-06|     4.2803e-08|
|      07906|GRB 991216 |  15.168|    0.091|2.2587e-05|     4.9491e-08|6.3730e-05|     1.2441e-07|
|      03074|4B 940713  |  43.200|    4.250|3.2230e-07|     1.8554e-08|7.4921e-07|     4.9112e-08|
|      02931|4B 940414- |  46.496|    2.347|3.6345e-07|     3.3613e-08|1.1190e-06|     7.9924e-08|
|      03045|4B 940624- |        |         |          |               |          |               |
|      06213|GRB 970429-|        |         |          |               |          |               |
|      08031|GRB 000312-|        |         |          |               |          |               |
|      01073|4B 911117- |   0.512|    1.090|3.3047e-08|     3.7421e-09|1.0893e-07|     8.8992e-09|
|      03031|4B 940616- |        |         |          |               |          |               |
|      06368|GRB 970907-|   0.896|    0.326|4.3705e-08|     3.4602e-09|2.4281e-07|     1.1019e-08|
|      07776|GRB 990925-|        |         |          |               |          |               |
|      02141|4B 930121- |        |         |          |               |          |               |
|      02990|4B 940524- |  11.232|    4.120|8.4726e-08|     2.2212e-08|1.8132e-07|     5.7795e-08|
|      07901|GRB 991211-|   0.512|    0.202|2.7124e-08|     3.5259e-09|2.1228e-07|     1.1984e-08|
|      02220|4B 930305- |   0.951|    0.322|2.0300e-08|     3.1008e-09|7.7977e-08|     7.6019e-09|
|      01301|4B 920116- |        |         |1.8579e-07|     2.4092e-08|4.1853e-07|     6.4459e-08|
|      07648|GRB 990712-|  31.616|    3.137|8.5231e-07|     2.4065e-08|2.8508e-06|     6.2364e-08|
|      02858|4B 940304  |        |         |2.3803e-07|     1.9497e-08|5.4738e-07|     5.0442e-08|
|      06679|GRB 980404-|   1.408|    0.091|7.6376e-08|     4.7081e-09|3.9146e-07|     1.4078e-08|
|      03640|4B 950611- |   0.228|    0.036|1.6550e-08|     1.8410e-09|3.3610e-08|     4.4938e-09|
|      07528|GRB 990424-|  95.744|   19.069|8.9378e-07|     5.5464e-08|1.6039e-06|     1.5470e-07|
|      01973|4B 921002- |   0.448|    0.202|          |               |          |               |
|      00906|4B 911016- |   0.398|    0.020|2.9693e-08|     3.7883e-09|2.2335e-07|     1.2984e-08|
|      06891|GRB 980703-| 411.648|    9.273|4.1759e-06|     8.6005e-08|1.4631e-05|     2.5920e-07|
|      03135|4B 940823- |  49.248|    1.361|4.0240e-07|     4.3937e-08|6.1254e-07|     1.0960e-07|
|      03040|4B 940623- |  25.984|    2.497|5.7448e-07|     2.1424e-08|1.4776e-06|     5.9178e-08|
|      06500|GRB 971125-|        |         |          |               |          |               |
|      05080|4B 960229- |   9.536|    0.231|4.6425e-07|     1.1056e-08|3.6655e-07|     2.7046e-08|
|      07188|GRB 981104 |        |         |          |               |          |               |
|      05537|4B 960713- |   0.448|    0.091|9.4752e-09|     3.1864e-09|7.3797e-08|     9.9788e-09|
|      07277|GRB 981223 |        |         |3.9736e-06|     2.8912e-08|8.8458e-06|     6.8590e-08|
|      05557|4B 960731- |        |         |1.0961e-08|     4.4886e-09|2.2527e-08|     1.3151e-08|
|      07803|GRB 991014 |   4.352|    0.326|2.2879e-07|     1.0197e-08|3.0792e-07|     2.5986e-08|
|      02035|4B 921031- |   5.056|    0.771|7.7108e-08|     1.1786e-08|1.5770e-07|     2.8376e-08|
|      06561|GRB 980106 |        |         |          |               |          |               |
|      06435|GRB 971015-|  42.496|    4.352|4.6440e-08|     7.1619e-09|1.6226e-07|     2.4923e-08|
|      03448|4B 950301  | 331.232|   10.801|4.8754e-06|     7.9060e-08|1.2405e-05|     1.8232e-07|
|      03087|4B 940717- |   1.152|    0.091|5.0892e-07|     2.0083e-08|1.6037e-06|     5.3510e-08|
|      06242|GRB 970526 |  77.824|    1.946|7.6915e-07|     2.9832e-08|1.5786e-06|     8.3698e-08|
|      01519|4B 920325- |        |         |          |               |          |               |
|      02980|4B 940516  |   2.884|    0.925|1.4372e-07|     1.4458e-08|5.2654e-08|     4.0078e-08|
|      02287|4B 930405- | 461.984|    2.347|6.7640e-06|     7.2490e-08|1.9930e-05|     1.8453e-07|
|      06243|GRB 970529 |  35.392|    2.009|2.6384e-07|     3.4892e-08|7.8136e-07|     9.5266e-08|
|      00753|4B 910903  |  18.240|    2.084|1.9311e-07|     1.6936e-08|4.4327e-07|     5.1794e-08|
|      02462|4B 930725  |        |         |          |               |          |               |
|      02849|4B 940226- |   1.261|    0.702|1.7088e-08|     1.8265e-08|1.6001e-07|     4.7647e-08|
|      01682|4B 920630  |        |         |          |               |          |               |
|      02362|4B 930531  |  45.328|    0.840|5.7434e-07|     2.0306e-08|8.1129e-07|     5.2774e-08|
|      03773|4B 950901- | 107.424|    3.962|7.8522e-07|     4.2463e-08|2.2384e-07|     7.7469e-08|
|      06617|GRB 980228-|        |         |          |               |          |               |
|      07452|GRB 990306-|  89.920|    9.102|3.0259e-07|     1.9416e-08|6.9775e-07|     5.9743e-08|
|      01561|4B 920420  |  22.656|    1.895|3.7783e-07|     1.6019e-08|9.4105e-07|     4.7007e-08|
|      03279|4B 941110- |  41.056|    1.954|8.5435e-07|     3.4674e-08|1.1908e-06|     9.0541e-08|
|      03109|4B 940806- |  34.496|    1.087|1.4851e-06|     3.8638e-08|2.6701e-06|     8.7572e-08|
|      02879|4B 940312- |   0.176|    0.169|1.1578e-08|     2.6611e-09|3.9830e-08|     6.9948e-09|
|      03941|4B 951211- |  52.096|    9.447|1.8340e-07|     1.8134e-08|2.7658e-07|     4.6816e-08|
|      06358|GRB 970903-|   1.856|    0.202|          |               |          |               |
|      01882|4B 920829  |        |         |          |               |          |               |
|      03750|4B 950809  |        |         |          |               |          |               |
|      05655|GRB 961105 |   6.208|    0.659|2.8832e-07|     1.0112e-08|4.6579e-07|     2.5936e-08|
|      07965|GRB 000123-|  43.520|    7.491|          |               |          |               |
|      03342|4B 950103  |   0.116|    0.020|6.0617e-09|     1.5065e-09|4.2638e-08|     5.4053e-09|
|      01390|4B 920212  |  17.728|    2.580|1.8377e-07|     1.7511e-08|3.4486e-07|     4.2721e-08|
|      00577|4B 910725- | 179.840|    7.697|5.6499e-07|     2.4385e-08|1.2310e-06|     5.5249e-08|
|      01311|4B 920123  |        |         |5.4932e-07|     3.0229e-08|5.7711e-07|     7.3918e-08|
|      00121|4B 910429  |  75.008|    1.280|2.6381e-06|     3.6622e-08|4.7813e-06|     1.0211e-07|
|      07615|GRB 990620-|  26.688|    4.635|2.7956e-07|     1.8635e-08|4.6030e-07|     4.7861e-08|
|      02810|4B 940209  |   2.410|    0.202|1.1171e-07|     1.7208e-08|4.8027e-07|     5.0766e-08|
|      01723|4B 920724  |        |         |          |               |          |               |
|      02582|4B 931013- |        |         |          |               |          |               |
|      06615|GRB 980225 | 127.744|   11.815|4.9774e-06|     5.9611e-08|2.3637e-05|     1.8943e-07|
|      04701|4B 960201  |  74.688|    0.320|4.0794e-06|     4.6115e-08|1.4130e-05|     1.1784e-07|
|      01036|4B 911110  | 100.096|    2.319|1.2863e-06|     4.9765e-08|3.2165e-06|     9.7668e-08|
|      06787|GRB 980527-|   0.768|    0.202|1.9382e-08|     3.7758e-09|1.3692e-07|     1.3532e-08|
|      07455|GRB 990307 |   2.120|    0.070|2.0381e-08|     3.6330e-09|1.0193e-07|     1.0906e-08|
|      03358|4B 950115- |  25.024|    3.338|5.3955e-07|     2.8513e-08|9.6310e-07|     7.0955e-08|
|      01975|4B 921003- |        |         |          |               |          |               |
|      00869|4B 911005  | 110.464|    0.572|1.8642e-06|     4.3098e-08|5.5431e-06|     1.1044e-07|
|      02138|4B 930120  |  77.248|    8.400|5.4730e-06|     3.7237e-08|1.8536e-05|     9.2067e-08|
|      02948|4B 940425- | 101.216|    4.284|1.2341e-06|     3.8276e-08|2.4081e-06|     9.9763e-08|
|      05572|4B 960813- |  20.096|    0.771|1.0388e-07|     9.3703e-09|5.4070e-07|     2.6071e-08|
|      03648|4B 950624- |  57.088|    1.860|2.7409e-06|     3.1909e-08|6.0440e-06|     7.7567e-08|
|      02863|4B 940306  |  42.624|    2.210|1.7801e-06|     3.1738e-08|6.5642e-06|     9.8690e-08|
|      06720|GRB 980503 |  40.256|    5.284|3.2343e-07|     2.4052e-08|6.2510e-07|     6.3008e-08|
|      03059|4B 940704- |        |         |          |               |          |               |
|      00501|4B 910708  |  33.728|    1.988|1.5032e-07|     8.0585e-09|3.6058e-07|     2.5701e-08|
|      05427|4B 960415- |        |         |5.6725e-07|     1.5702e-08|1.4908e-06|     4.1345e-08|
|      07838|GRB 991103 |  66.048|    2.176|5.4997e-07|     2.8528e-08|1.7031e-06|     8.0182e-08|
|      05387|4B 960331- |  43.200|    1.797|8.0437e-07|     2.4629e-08|2.3815e-06|     6.1974e-08|
|      06139|GRB 970327-|  30.656|    2.817|2.0607e-07|     3.1978e-08|8.2255e-08|     6.8157e-08|
|      00332|4B 910612  |  50.624|    4.418|8.8790e-07|     1.7012e-08|1.9133e-06|     5.0136e-08|
|      07902|GRB 991211-|  47.104|   10.631|6.2030e-07|     4.1046e-08|7.6404e-07|     9.2491e-08|
|      01319|4B 920128  |        |         |1.6517e-07|     1.1435e-08|1.4322e-07|     2.0521e-08|
|      02844|4B 940223  |   2.752|    0.264|2.2097e-08|     1.6650e-08|8.9808e-08|     4.6628e-08|
|      06090|GRB 970214-|   6.080|    0.202|6.8521e-07|     1.9491e-08|1.9121e-06|     5.5061e-08|
|      07976|GRB 000201-|  94.976|    3.206|3.4141e-06|     3.7793e-08|1.1064e-05|     1.0836e-07|
|      02136|4B 930116  |        |         |          |               |          |               |
|      02529|4B 930913- |   0.256|    0.091|1.2818e-08|     1.5515e-08|4.4078e-08|     4.1300e-08|
|      01885|4B 920901  |  61.632|    3.477|9.2820e-07|     2.1516e-08|2.1577e-06|     5.0073e-08|
|      02283|4B 930404  |   2.240|    0.326|1.2057e-08|     1.3800e-08|1.4010e-07|     3.9362e-08|
|      07377|GRB 990208-| 212.352|   14.474|4.9709e-07|     7.4513e-08|5.2593e-07|     1.7386e-07|
|      02510|4B 930902- |  15.552|    2.057|7.4936e-07|     4.3438e-08|1.8517e-06|     1.0374e-07|
|      06914|GRB 980710 |  77.312|    8.960|1.6107e-07|     1.4960e-08|4.1899e-07|     3.9288e-08|
|      02340|4B 930514- |  22.464|    0.091|7.2399e-07|     2.1918e-08|1.6142e-06|     5.9428e-08|
|      01726|4B 920727  |        |         |          |               |          |               |
|      02217|4B 930304  |   0.656|    0.029|2.9111e-08|     3.0864e-09|4.1386e-07|     1.1004e-08|
|      02592|4B 931019- |        |         |          |               |          |               |
|      06620|GRB 980301-| 128.128|    6.903|1.2470e-06|     5.9071e-08|2.6790e-06|     1.9215e-07|
|      06029|GRB 970206 |        |         |          |               |          |               |
|      03215|4B 941003- |   0.640|    0.091|6.1356e-08|     4.1462e-09|3.5103e-07|     1.1450e-08|
|      06536|GRB 971218-|   6.784|    1.590|8.8824e-08|     8.3939e-09|4.9874e-08|     2.2032e-08|
|      04898|4B 960216  |        |         |          |               |          |               |
|      01456|4B 920301  |  47.872|    2.851|4.3554e-07|     3.2741e-08|9.6170e-07|     7.8658e-08|
|      01792|4B 920811- |        |         |          |               |          |               |
|      07451|GRB 990306-|  18.752|    5.505|3.6193e-07|     1.6192e-08|4.3903e-07|     3.8390e-08|
|      07999|GRB 000226-|   0.527|    0.043|1.0046e-08|     3.3292e-09|8.6198e-08|     1.0421e-08|
|      00594|4B 910730- |  26.880|    0.286|5.0578e-07|     1.6320e-08|1.9638e-06|     4.4519e-08|
|      05543|4B 960717  |        |         |6.1205e-09|     4.9620e-09|3.0962e-08|     1.2322e-08|
|      08084|GRB 000421 |  82.176|    3.078|3.2889e-06|     4.8183e-08|5.2846e-06|     1.1804e-07|
|      03073|4B 940712  |   0.056|    0.006|5.8258e-09|     1.0790e-09|2.1310e-08|     2.8771e-09|
|      02309|4B 930418- |  20.480|    0.202|3.5902e-07|     2.0296e-08|2.1841e-06|     5.2373e-08|
|      06190|GRB 970417-|  43.328|    2.996|6.5777e-07|     3.7158e-08|1.1710e-06|     1.0254e-07|
|      04388|4B 960115  |  71.040|    2.499|4.7205e-07|     4.6055e-08|1.3034e-06|     1.2825e-07|
|      00825|4B 910927- |  74.880|    3.035|3.7567e-07|     2.3764e-08|9.6466e-07|     6.7820e-08|
|      02046|4B 921110- |        |         |          |               |          |               |
|      02110|4B 921230- |  18.752|    0.771|2.0423e-06|     2.5951e-08|1.0443e-05|     6.8966e-08|
|      06234|GRB 970517-|  89.664|   28.097|1.4078e-07|     1.2546e-08|5.2356e-07|     3.6566e-08|
|      05719|GRB 961220 |   9.792|    0.834|2.4075e-07|     1.2845e-08|7.4692e-07|     3.0568e-08|
|      02030|4B 921031- |        |         |          |               |          |               |
|      01693|4B 920710- |  10.496|    3.724|1.3281e-07|     2.0132e-08|2.5976e-07|     4.8885e-08|
|      01440|4B 920226- |  24.384|    1.032|1.4503e-06|     1.7198e-08|6.0533e-06|     6.7476e-08|
|      02304|4B 930415  |  54.304|    2.522|5.3004e-07|     3.0734e-08|1.3613e-06|     7.9155e-08|
|      01076|4B 911117- |   0.161|    0.016|2.0610e-08|     1.9768e-09|1.5769e-07|     7.7817e-09|
|      02901|4B 940331- |  28.416|    3.274|2.5509e-07|     1.9492e-08|6.7497e-08|     4.3273e-08|
|      06690|GRB 980417-|        |         |2.5758e-08|     3.7203e-09|1.4279e-07|     1.2351e-08|
|      03611|4B 950531  |   3.520|    0.771|2.9875e-08|     6.5157e-09|6.8072e-08|     1.5665e-08|
|      05453|4B 960507  |   0.985|    0.324|2.0129e-08|     3.2265e-09|7.1293e-08|     9.1497e-09|
|      02190|4B 930214- | 135.872|    7.191|1.1198e-06|     2.0407e-08|2.9798e-06|     5.5415e-08|
|      01630|4B 920530  |        |         |          |               |          |               |
|      02665|4B 931128- |  30.592|    2.435|8.6557e-07|     2.6117e-08|1.3567e-06|     7.3693e-08|
|      06672|GRB 980401-|  27.904|    1.601|1.3010e-06|     1.7735e-08|2.6745e-06|     4.5507e-08|
|      06399|GRB 970926-|  14.528|    1.557|3.3105e-07|     1.3395e-08|4.4896e-07|     3.5720e-08|
|      06222|GRB 970505 |  33.856|    3.586|5.4786e-07|     2.5340e-08|8.7042e-07|     6.0242e-08|
|      06436|GRB 971015-|   6.208|    3.781|1.3359e-07|     8.3217e-09|6.1741e-07|     2.3230e-08|
|      03887|4B 951030- |        |         |          |               |          |               |
|      05773|GRB 970111 |  31.488|    0.231|9.9338e-06|     3.9952e-08|2.7554e-05|     1.0364e-07|
|      05407|4B 960403- |  75.968|    3.668|8.3372e-07|     2.6589e-08|2.7621e-06|     8.0867e-08|
|      06339|GRB 970818 |  15.232|    0.231|1.4886e-07|     1.5241e-08|1.1059e-06|     4.5373e-08|
|      07769|GRB 990917 | 164.224|    0.516|2.0953e-06|     5.2190e-08|2.6728e-06|     1.3183e-07|
|      02581|4B 931013- | 104.352|    5.473|7.9585e-07|     3.4840e-08|2.2340e-06|     8.9284e-08|
|      03200|4B 940928  |        |         |          |               |          |               |
|      07573|GRB 990518-|  51.520|   11.143|2.4145e-07|     1.4723e-08|5.5094e-07|     3.5799e-08|
|      07464|GRB 990311 |  41.088|    2.199|3.4566e-06|     4.1368e-08|1.6287e-05|     1.1461e-07|
|      02002|4B 921023- |        |         |          |               |          |               |
|      03593|4B 950522- |  59.072|    1.921|1.6446e-06|     2.3431e-08|7.2724e-06|     6.4969e-08|
|      06897|GRB 980705 |        |         |          |               |          |               |
|      00659|4B 910809- | 102.080|    2.146|2.2690e-06|     2.5388e-08|2.2171e-06|     6.5224e-08|
|      05524|4B 960702- |  42.912|    4.596|3.3903e-07|     2.7559e-08|7.2551e-07|     8.3085e-08|
|      07498|GRB 990331 |        |         |          |               |          |               |
|      02281|4B 930401- |        |         |          |               |          |               |
|      03359|4B 950115- |   0.344|    0.025|2.4573e-08|     3.5631e-09|1.9531e-07|     1.0495e-08|
|      03385|4B 950131  |        |         |          |               |          |               |
|      07654|GRB 990715-|  68.928|    3.482|1.0488e-06|     4.9406e-08|1.7309e-06|     1.3776e-07|
|      06141|GRB 970328-|  62.656|    6.481|1.8017e-07|     2.3190e-08|9.1011e-07|     6.0040e-08|
|      04939|4B 960219  |  20.064|    1.900|3.5301e-07|     1.8588e-08|1.0392e-06|     4.9244e-08|
|      07652|GRB 990714 |        |         |          |               |          |               |
|      06229|GRB 970511 |  26.368|    0.962|          |               |          |               |
|      02715|4B 931229- |   0.384|    0.091|5.6120e-08|     3.8454e-09|7.9728e-07|     1.4450e-08|
|      03242|4B 941014- |   8.576|    0.143|9.3826e-07|     1.4918e-08|7.0634e-07|     3.2694e-08|
|      05409|4B 960403- |  70.400|    5.322|1.4279e-06|     3.3156e-08|4.7687e-06|     9.6124e-08|
|      07948|GRB 000113 | 231.872|    5.916|3.7860e-06|     7.1522e-08|4.1802e-06|     1.9063e-07|
|      05612|GRB 960923-|  73.152|    6.915|1.7298e-07|     2.1566e-08|1.1206e-06|     6.1356e-08|
|      01948|4B 920920  |        |         |          |               |          |               |
|      02205|4B 930219- |   1.152|    0.607|1.0243e-08|     1.2654e-08|7.0893e-08|     3.5449e-08|
|      06680|GRB 980405 |        |         |          |               |          |               |
|      06226|GRB 970509 |  63.040|    4.839|1.8061e-06|     3.0165e-08|4.6966e-06|     9.1416e-08|
|      00929|4B 911025- |   0.801|    0.100|1.7617e-08|     1.2096e-08|0.0000e+00|     3.3622e-08|
|      07157|GRB 981015-|        |         |          |               |          |               |
|      06641|GRB 980315-|   2.624|    0.345|7.6482e-08|     5.4766e-09|2.2491e-07|     1.5849e-08|
|      06744|GRB 980508-|        |         |          |               |          |               |
|      03486|4B 950327- |  67.776|    1.118|7.0078e-07|     3.0539e-08|1.5920e-06|     7.8998e-08|
|      07703|GRB 990807 |  73.536|    2.009|2.6251e-06|     1.1414e-07|5.7785e-06|     3.7014e-07|
|      05704|GRB 961202 |  10.048|    0.143|1.9774e-06|     1.7636e-08|4.9042e-06|     4.7573e-08|
|      01459|4B 920302- |        |         |9.2962e-07|     2.6444e-08|1.2261e-06|     5.4383e-08|
|      07028|GRB 980828 |  22.208|    0.916|1.4141e-06|     2.5424e-08|4.9841e-06|     6.4730e-08|
|      02688|4B 931209- |  35.712|    4.610|5.4955e-07|     2.0639e-08|1.7050e-06|     5.7065e-08|
|      04761|4B 960206- |        |         |          |               |          |               |
|      07602|GRB 990610-|   4.268|    1.792|1.5183e-08|     3.1138e-09|2.5378e-08|     8.5478e-09|
|      02321|4B 930430- |   8.384|    0.580|1.5117e-06|     2.4169e-08|5.2809e-06|     6.9320e-08|
|      06111|GRB 970302-|  53.632|    7.040|4.5885e-07|     1.8784e-08|1.7085e-06|     4.7789e-08|
|      02074|4B 921203  |  83.584|    2.127|1.4005e-06|     2.3922e-08|4.2207e-06|     5.8318e-08|
|      02860|4B 940305- |   1.463|    0.068|9.7083e-08|     1.9831e-08|5.6050e-07|     4.7297e-08|
|      02101|4B 921217  |  30.208|    1.336|4.4408e-07|     1.8676e-08|1.4340e-06|     4.2992e-08|
|      02825|4B 940214- |  32.096|   11.685|1.0083e-07|     4.9755e-08|6.6344e-07|     1.1212e-07|
|      00973|4B 911031- |  89.984|    2.120|3.3960e-06|     2.8366e-08|1.3226e-05|     1.0117e-07|
|      02267|4B 930326- |  14.080|    0.730|3.4470e-07|     1.6489e-08|1.0841e-06|     4.2859e-08|
|      01388|4B 920210- |        |         |2.3252e-07|     1.0297e-08|3.0215e-07|     2.0612e-08|
|      06115|GRB 970306 | 122.496|   13.514|2.5489e-06|     4.7641e-08|1.5450e-05|     1.4710e-07|
|      00824|4B 910926- |  40.128|    1.747|9.0683e-07|     2.7070e-08|9.6577e-07|     8.0330e-08|
|      02570|4B 931008- |  13.824|    1.793|9.3189e-07|     2.7828e-08|3.7559e-06|     6.8975e-08|
|      02307|4B 930418- |        |         |          |               |          |               |
